央视频道,#genre#
东南卫视,http://125.71.73.75:9901/tsfile/live/faacts/0137_2.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://124.228.160.190:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://115.48.160.35:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://125.71.73.75:9901/tsfile/live/faacts/0116_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://125.71.73.75:9901/tsfile/live/faacts/0123_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://115.48.160.35:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://115.48.160.35:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://125.71.73.75:9901/tsfile/live/faacts/0135_2.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://124.228.160.190:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://125.71.73.75:9901/tsfile/live/faacts/0130_2.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://125.71.73.75:9901/tsfile/live/faacts/0131_2.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://115.48.160.35:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.90.154.189:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://124.228.160.190:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.71.73.75:9901/tsfile/live/faacts/0125_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://124.228.160.190:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://115.48.160.35:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.71.73.75:9901/tsfile/live/faacts/0127_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://124.228.160.190:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://125.71.73.75:9901/tsfile/live/faacts/0138_2.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://125.71.73.75:9901/tsfile/live/faacts/0117_2.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://115.48.160.35:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://125.71.73.75:9901/tsfile/live/faacts/0139_2.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://125.71.73.75:9901/tsfile/live/faacts/0124_2.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://115.48.160.35:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.90.154.189:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://115.48.160.35:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://125.71.73.75:9901/tsfile/live/faacts/0126_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://115.48.160.35:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://124.228.160.190:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://125.71.73.75:9901/tsfile/live/faacts/0128_2.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://115.48.160.35:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://125.71.73.75:9901/tsfile/live/faacts/0142_2.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://115.48.160.35:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://115.48.160.35:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://125.71.73.75:9901/tsfile/live/faacts/0143_1.m3u8?key=txiptv&playlive=0&authid=0
其他频道,#genre#
北京少儿,http://115.48.160.35:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://124.228.160.190:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://124.228.160.190:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://124.228.160.190:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://124.228.160.190:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
